instrument,construct,item,key,alpha
CAT-PD,Anhedonia,Feel that nothing seems to make me feel good.,1,"0.84,0.89"
CAT-PD,Grandiosity,Feel that others are beneath me.,1,"0.85,0.81"
CAT-PD,Mistrust,Feel that others are out to get me.,1,"0.83,0.88"
CAT-PD,Social Withdrawal,Find it difficult to approach others.,1,"0.83,0.87"
CAT-PD,Rigidity,Find it difficult to compromise in policy debates.,1,"0.77,0.80"
CAT-PD,Rigidity,Find it difficult to consider as valid opinions that differ from my own.,1,"0.77,0.80"
CAT-PD,Anhedonia,Find nothing excites me.,1,"0.84,0.89"
CAT-PD,Non-Perseverance,Finish what I start.,-1,"0.83,0.88"
CAT-PD,Irresponsibility,Follow through with my plans.,-1,"0.82,0.85"
CAT-PD,Cognitive Problems,Formulate ideas clearly.,-1,"0.82,0.88"
CAT-PD,Cognitive Problems,Frequently get things mixed up in my head.,1,"0.82,0.88"
CAT-PD,Self-harm,Frequently have thoughts about killing myself.,1,"0.87,0.86"
CAT-PD,Depression,Generally focus on the negative side of things.,1,"0.88,0.88"
CAT-PD,Relationship Insecurity,Generally trust my partners to be faithful to me.,-1,"0.84,0.83"
CAT-PD,Risk-taking/Sensation-Seeking/Thrill-Seeking,Get a thrill out of doing things that might kill me.,1,"0.84,0.84"
CAT-PD,Hostile Aggression,Get even with others.,1,"0.82,0.87"
CAT-PD,Norm Violation,Get in trouble with the law.,1,"0.83,0.84"
CAT-PD,Anger,Get irritated easily.,1,"0.83,0.85"
CAT-PD,Relationship Insecurity,Get jealous easily.,1,"0.84,0.83"
CAT-PD,Norm Violation,Got in trouble a lot at school.,1,"0.83,0.84"
CAT-PD,Cognitive Problems,Have a good memory for things I've done throughout the day.,-1,"0.82,0.88"
CAT-PD,Anhedonia,Have a lot of fun.,-1,"0.84,0.89"
CAT-PD,Rudeness,Have a mouth that gets me into trouble.,1,"0.81,0.80"
CAT-PD,Norm Violation,Have a rebellious side that gets me into trouble.,1,"0.83,0.84"
CAT-PD,Rudeness,Have a reputation for asking inappropriate questions.,1,"0.81,0.80"
CAT-PD,Dominance,Have a strong need for power.,1,"0.83,0.84"
CAT-PD,Anger,Have a violent temper.,1,"0.83,0.85"
CAT-PD,Norm Violation,Have always been a rule-breaker.,1,"0.83,0.84"
CAT-PD,Rigidity,Have been told that I am rigid and inflexible.,1,"0.77,0.80"
CAT-PD,Peculiarity,Have been told that my behavior often is bizarre.,1,"0.86,0.82"
CAT-PD,Emotional Detachment,Have difficulty expressing my feelings.,1,"0.82,0.86"
CAT-PD,Non-Perseverance,Have difficulty keeping my attention on a task.,1,"0.83,0.88"
CAT-PD,Emotional Detachment,Have difficulty showing affection.,1,"0.82,0.86"
CAT-PD,Norm Violation,Have done many things for which I could have been (or was) arrested.,1,"0.83,0.84"
CAT-PD,Manipulativeness,Have exploited others for my own gain.,1,"0.88,0.85"
CAT-PD,Rigidity,Have fixed opinions.,1,"0.77,0.80"
CAT-PD,Affective Lability,Have frequent mood swings.,1,"0.83,0.86"
CAT-PD,Unusual Experiences,Have had the feeling that I might not be human.,1,"0.84,0.82"
CAT-PD,Unusual Experiences,Have had the feeling that I was someone else.,1,"0.84,0.82"
CAT-PD,Romantic Disinterest,Have little desire for sex or romance.,1,"0.83,0.89"
CAT-PD,Health Anxiety,Have medical problems that my doctors don't understand.,1,"0.84,0.84"
CAT-PD,Workaholism,Have noticed that I put my work ahead of too many other things.,1,"0.83,0.85"
CAT-PD,Irrational Beliefs,Have the power to cast spells on others.,1,"0.83,0.84"
CAT-PD,Self-harm,Have thoughts of injuring myself.,1,"0.87,0.86"
CAT-PD,Anhedonia,Have trouble getting interested in things.,1,"0.84,0.89"
CAT-PD,Affective Lability,Have unpredictable emotions and moods.,1,"0.83,0.86"
CAT-PD,Self-harm,Have urges to cut myself.,1,"0.87,0.86"
CAT-PD,Self-harm,Have written a suicide note.,1,"0.87,0.86"
CAT-PD,Unusual Experiences,Hear voices talking about me when nobody is really there.,1,"0.84,0.82"
CAT-PD,Hostile Aggression,Hurt people.,1,"0.82,0.87"
CAT-PD,Rudeness,I am known for saying offensive things.,1,"0.81,0.80"
CAT-PD,Unusual Experiences,"I feel as if my body, or a part of it, has disappeared.",1,"0.84,0.82"
CAT-PD,Self-harm,I have intentionally done myself physical harm.,1,"0.87,0.86"
CAT-PD,Self-harm,I have no will to live.,1,"0.87,0.86"
CAT-PD,Dominance,Insist that others do things my way.,1,"0.83,0.84"
CAT-PD,Rudeness,Insult people.,1,"0.81,0.80"
CAT-PD,Non-Planfulness,Jump into things without thinking.,1,"0.82,0.84"
CAT-PD,Irresponsibility,Keep my appointments.,-1,"0.82,0.85"
CAT-PD,Social Withdrawal,Keep to myself even when I'm around other people.,1,"0.83,0.87"
CAT-PD,Affective Lability,Know how to cope.,-1,"0.83,0.86"
CAT-PD,Submissiveness,Let myself be directed by others.,1,"0.81,0.85"
CAT-PD,Submissiveness,Let myself be pushed around.,1,"0.81,0.85"
CAT-PD,Submissiveness,Let others take advantage of me.,1,"0.81,0.85"
CAT-PD,Dominance,Like having authority over others.,1,"0.83,0.84"
CAT-PD,Risk-taking/Sensation-Seeking/Thrill-Seeking,Like to do frightening things.,1,"0.84,0.84"
CAT-PD,Exhibitionism,Like to stand out in a crowd.,1,"0.82,0.83"
CAT-PD,Hostile Aggression,Like to start fights.,1,"0.82,0.87"
CAT-PD,Manipulativeness,Like to trick people into doing things for me.,1,"0.88,0.85"
CAT-PD,Depression,Look at the bright side of life.,-1,"0.88,0.88"
CAT-PD,Affective Lability,Lose control over my behavior when I'm emotional.,1,"0.83,0.86"
CAT-PD,Risk-taking/Sensation-Seeking/Thrill-Seeking,Love dangerous situations.,1,"0.84,0.84"
CAT-PD,Romantic Disinterest,Love the feeling of being intimately close with someone.,-1,"0.83,0.89"
CAT-PD,Exhibitionism,Love to be the center of attention.,1,"0.82,0.83"
CAT-PD,Non-Planfulness,Make careful choices.,-1,"0.82,0.84"
CAT-PD,Dominance,Make demands on others.,1,"0.83,0.84"
CAT-PD,Submissiveness,Need others to help run my life,1,"0.81,0.85"
CAT-PD,Irresponsibility,Neglect my duties.,1,"0.82,0.85"
CAT-PD,Health Anxiety,Often am concerned about diseases I might have.,1,"0.84,0.84"
CAT-PD,Cognitive Problems,Often feel like my thoughts make no sense.,1,"0.82,0.88"
CAT-PD,Anger,Often feel overwhelmed with rage.,1,"0.83,0.85"
CAT-PD,Cognitive Problems,Often have disorganized thoughts.,1,"0.82,0.88"
CAT-PD,Cognitive Problems,Often space out and lose track of what's going on.,1,"0.82,0.88"
CAT-PD,Affective Lability,Overreact to every little thing in life.,1,"0.83,0.86"
CAT-PD,Anxiety,Panic easily.,1,"0.83,0.85"
CAT-PD,Risk-taking/Sensation-Seeking/Thrill-Seeking,Prefer safety over risk.,-1,"0.84,0.84"
CAT-PD,Submissiveness,Prefer that others make the major decisions in my life.,1,"0.81,0.85"
CAT-PD,Non-Planfulness,Prefer to 'live in the moment' rather than plan things out.,1,"0.82,0.84"
CAT-PD,Non-Perseverance,Quickly lose interest in the tasks I start.,1,"0.83,0.88"
CAT-PD,Non-Perseverance,Quit tasks as soon as I get bored.,1,"0.83,0.88"
CAT-PD,Social Withdrawal,Rarely enjoy being with people.,1,"0.83,0.87"
CAT-PD,Depression,Rarely feel depressed.,-1,"0.88,0.88"
CAT-PD,Norm Violation,Respect authority.,-1,"0.83,0.84"
CAT-PD,Rudeness,Ridicule people.,1,"0.81,0.80"
CAT-PD,Rudeness,Say inappropriate things.,1,"0.81,0.80"
CAT-PD,Romantic Disinterest,See little need for romance in my life.,1,"0.83,0.89"
CAT-PD,Unusual Experiences,See strange figures or visions when nothing is really there.,1,"0.84,0.82"
CAT-PD,Perfectionism,Set high standards for myself and others.,1,"0.81,0.85"
CAT-PD,Rudeness,Shoot my mouth off.,1,"0.81,0.80"
CAT-PD,Grandiosity,Should get special privileges.,1,"0.85,0.81"
CAT-PD,Fantasy Proneness,Sometimes find myself in a trance-like state without trying.,1,"0.82,0.83"
CAT-PD,Fantasy Proneness,Sometimes get lost in my daydreams.,1,"0.82,0.83"
CAT-PD,Fantasy Proneness,Sometimes have extremely vivid pictures in my head.,1,"0.82,0.83"
CAT-PD,Fantasy Proneness,Sometimes have fantasies that are overwhelming.,1,"0.82,0.83"
CAT-PD,Unusual Experiences,Sometimes think the TV is talking directly to me.,1,"0.84,0.82"
CAT-PD,Perfectionism,Strive in every way possible to be flawless.,1,"0.81,0.85"
CAT-PD,Mistrust,Suspect hidden motives in others.,1,"0.83,0.88"
CAT-PD,Manipulativeness,Take advantage of others.,1,"0.88,0.85"
CAT-PD,Depression,Tend to feel very hopeless.,1,"0.88,0.88"
CAT-PD,Emotional Detachment,Think it's best to keep my emotions to myself.,1,"0.82,0.86"
CAT-PD,Health Anxiety,Think that I am in good medical condition.,-1,"0.84,0.84"
CAT-PD,Grandiosity,Treat people as inferiors.,1,"0.85,0.81"
CAT-PD,Irrational Beliefs,Use magic to ward off bad thoughts about me.,1,"0.83,0.84"
CAT-PD,Exhibitionism,Use my looks to get what I want.,1,"0.82,0.83"
CAT-PD,Relationship Insecurity,Usually believe that my friends will abandon me.,1,"0.84,0.83"
CAT-PD,Hostile Aggression,Will spread false rumors as a way to hurt others.,1,"0.82,0.87"
CAT-PD,Workaholism,Work longer hours than most people.,1,"0.83,0.85"
CAT-PD,Workaholism,Work so hard that my relationships have suffered.,1,"0.83,0.85"
CAT-PD,Workaholism,Work too much.,1,"0.83,0.85"
CAT-PD,Health Anxiety,Worry a lot about catching a serious illness.,1,"0.84,0.84"
CAT-PD,Health Anxiety,Worry about my health.,1,"0.84,0.84"
CAT-PD,Peculiarity,Would describe myself as a normal person.,-1,"0.86,0.82"
CAT-PD,Risk-taking/Sensation-Seeking/Thrill-Seeking,Would do anything to get an adrenaline rush.,1,"0.84,0.84"
Chapman1986,Hypomanic Mood Intensity,Am a person whose moods go up and down easily.,1,0.77
Chapman1986,Hypomanic Mood Intensity,Am considered to be kind of eccentric.,1,0.77
Chapman1986,Hypomanic Exhibitionism,Am often so assertive or sociable that I surprise myself.,1,0.81
Chapman1986,Hypomanic Mood Intensity,Am often so restless that it is impossible for me to sit still.,1,0.77
Chapman1986,Hypomanic Exhibitionism,Am so good at controlling others that it sometimes scares me.,1,0.81
Chapman1986,Hypomanic Mood Intensity,"Am usually in an average sort of mood, not too high and not too low.",-1,0.77
Chapman1986,Hypomanic Exhibitionism,Can play many roles convincingly.,1,0.81
Chapman1986,Hypomanic Mood Intensity,Can slow myself down when I want to.,-1,0.77
Chapman1986,Hypomanic Exhibitionism,Could be a success in many fields.,1,0.81
Chapman1986,Hypomanic Mood Intensity,Feel emotions with extreme intensity.,1,0.77
Chapman1986,Hypomanic Mood Intensity,Find that my thoughts are racing.,1,0.77
Chapman1986,Hypomanic Mood Intensity,Get into moods where I feel very speeded up and irritable.,1,0.77
Chapman1986,Hypomanic Mood Intensity,Get so happy or energetic that I am almost giddy.,1,0.77
Chapman1986,Hypomanic Exhibitionism,Have an uncommon ability to persuade or inspire others.,1,0.81
Chapman1986,Hypomanic Exhibitionism,Have persuaded others to do something really adventurous or crazy.,1,0.81
Chapman1986,Hypomanic Exhibitionism,Like to be thought of as a normal kind of person.,-1,0.81
Chapman1986,Hypomanic Exhibitionism,Prefer to let others be the center of attention.,-1,0.81
Chapman1986,Hypomanic Mood Intensity,Tend to feel happy and irritable at the same time.,1,0.77
Chapman1986,Hypomanic Exhibitionism,Think I would make a good actor.,1,0.81
Chapman1986,Hypomanic Mood Intensity,Think that my moods don't change more than most people's do.,-1,0.77
Chapman1986,Hypomanic Mood Intensity,Understand the reasons when I feel very excited or happy.,-1,0.77
Chapman1986,Hypomanic Exhibitionism,Would be nervous playing the clown in front of other people.,-1,0.81
Chapman1986,Hypomanic Exhibitionism,Would enjoy campaigning for political office.,1,0.81
Chapman1986,Hypomanic Exhibitionism,Would make a good night-club comedian.,1,0.81
CPI,Tolerance,Acknowledge others' accomplishments.,1,0.69
CPI,Responsibility,Act according to my conscience.,1,0.66
CPI,Sociability,Act comfortably with others.,1,0.87
CPI,Calmness,Act quickly without thinking.,-1,0.66
CPI,Self-control/Self-regulation,Act wild and crazy.,-1,0.71
CPI,Dutifulness,Act without planning.,-1,0.73
CPI,Responsibility,Am able to cooperate with others.,1,0.66
CPI,Forcefulness,Am afraid that I will do the wrong thing.,-1,0.82
CPI,Forcefulness,Am apprehensive about new encounters.,-1,0.82
CPI,Happiness,Am comfortable in unfamiliar situations.,1,0.77
CPI,Forcefulness,Am easily discouraged.,-1,0.82
CPI,Good Nature,Am easily disturbed.,-1,0.77
CPI,Competence,Am easily hurt.,-1,0.74
CPI,Forcefulness,Am easily intimidated.,-1,0.82
CPI,Competence,Am easily offended.,-1,0.74
CPI,Politeness,Am easily put out.,-1,0.64
CPI,Self-discipline,Am exacting in my work.,1,0.75
CPI,Security,Am filled with doubts about things.,-1,0.84
CPI,Competence,Am full of ideas.,1,0.74
CPI,Temperance,Am guided by my moods.,-1,0.75
CPI,Stability,Am hard to understand.,-1,0.7
CPI,Depth,Am interested in many things.,1,0.69
CPI,Disorderliness,Am not bothered by disorder.,1,0.8
CPI,Disorderliness,Am not bothered by messy people.,1,0.8
CPI,Self-control/Self-regulation,Am not easily affected by my emotions.,1,0.71
CPI,Depth,Am not easily amused.,-1,0.69
CPI,Amiability,Am not easily annoyed.,1,0.83
CPI,Hope/Optimism,Am not easily bothered by things.,1,0.8
CPI,Calmness,Am not easily frustrated.,1,0.66
CPI,Forcefulness,Am not embarrassed easily.,1,0.82
CPI,Complexity,Am not interested in speculating about things.,-1,0.73
CPI,Intellect,Am not interested in theoretical discussions.,-1,0.85
CPI,Happiness,Am not sure where my life is going.,-1,0.77
CPI,Happiness,Am often down in the dumps.,-1,0.77
CPI,Amiability,Am often in a bad mood.,-1,0.83
CPI,Adventurousness,Am open to change.,1,0.71
CPI,Responsibility,Am polite to strangers.,1,0.66
CPI,Temperance,Am preoccupied with myself.,-1,0.75
CPI,Good Nature,Am put off by unexpected events.,-1,0.77
CPI,Dominance,Am quick to correct others.,1,0.82
CPI,Assertiveness,Am quick to correct others.,1,0.82
CPI,Self-efficacy,Am quick to understand things.,1,0.81
CPI,Calmness,Am relaxed most of the time.,1,0.66
CPI,Sociability,Am skilled in handling social situations.,1,0.87
CPI,Adventurousness,Am the last to laugh at a joke.,-1,0.71
CPI,Introversion,Am the life of the party.,-1,0.85
CPI,Forcefulness,Am very pleased with myself.,1,0.82
CPI,Tolerance,Am wary of others.,-1,0.69
CPI,Complexity,Am willing to talk about myself.,1,0.73
CPI,Adventurousness,Amuse my friends.,1,0.71
CPI,Responsibility,Anticipate the needs of others.,1,0.66
CPI,Responsibility,Appreciate people who wait on me.,1,0.66
CPI,Depth,Approach others in a positive manner.,1,0.69
CPI,Self-discipline,Avoid responsibilities.,-1,0.75
CPI,Politeness,Back out at the last moment.,-1,0.64
CPI,Happiness,Become overwhelmed by events.,-1,0.77
CPI,Tolerance,Believe in an eye for an eye.,-1,0.69
CPI,Calmness,Believe in human goodness.,1,0.66
CPI,Liberalism,Believe in the importance of art.,1,0.85
CPI,Liberalism,Believe laws should be strictly enforced.,-1,0.85
CPI,Adventurousness,Believe that I am important.,1,0.71
CPI,Good Nature,Believe that people are essentially evil.,-1,0.77
CPI,Liberalism,Believe that too much tax money goes to support artists.,-1,0.85
CPI,Liberalism,Believe that we coddle criminals too much.,-1,0.85
CPI,Liberalism,Believe that we should be tough on crime.,-1,0.85
CPI,Calmness,Blurt out whatever comes into my mind.,-1,0.66
CPI,Politeness,Break my promises.,-1,0.64
CPI,Timidity,Break rules.,-1,0.77
CPI,Self-efficacy,Can handle complex problems.,1,0.81
CPI,Complexity,Can see different points of view.,1,0.73
CPI,Introversion,Can talk others into doing things.,-1,0.85
CPI,Poise,Can't make up my mind.,-1,0.79
CPI,Security,Carry out my plans.,1,0.84
CPI,Dominance,Challenge others' points of view.,1,0.82
CPI,Assertiveness,Challenge others' points of view.,1,0.82
CPI,Temperance,Change my mood a lot.,-1,0.75
CPI,Planfulness,Choose my words with care.,1,0.62
CPI,Planfulness,Choose the easy way.,-1,0.62
CPI,Insight,Come up with alternatives.,1,0.78
CPI,Competence,Come up with good solutions.,1,0.74
CPI,Insight,Come up with something new.,1,0.78
CPI,Planfulness,Come up with unworkable plans.,-1,0.62
CPI,Security,Complete tasks successfully.,1,0.84
CPI,Insight,Consider myself an average person.,-1,0.78
CPI,Disorderliness,Continue until everything is perfect.,-1,0.8
CPI,Sentimentality,Cry during movies.,1,0.7
CPI,Sentimentality,Cry easily.,1,0.7
CPI,Politeness,Cut conversations short.,-1,0.64
CPI,Self-control/Self-regulation,Demand attention.,-1,0.71
CPI,Dominance,Demand explanations from others.,1,0.82
CPI,Assertiveness,Demand explanations from others.,1,0.82
CPI,Introversion,Dislike being the center of attention.,1,0.85
CPI,Sentimentality,Dislike competing with others.,1,0.7
CPI,Comprehension,Dislike learning.,-1,0.8
CPI,Security,Dislike myself.,-1,0.84
CPI,Complexity,Dislike new foods.,-1,0.73
CPI,Self-discipline,Disregard rules.,-1,0.75
CPI,Tolerance,Distrust people.,-1,0.69
CPI,Politeness,Do a lot in my spare time.,1,0.64
CPI,Self-control/Self-regulation,Do crazy things.,-1,0.71
CPI,Timidity,Do dangerous things.,-1,0.77
CPI,Self-discipline,Do improper things.,-1,0.75
CPI,Sentimentality,Do not enjoy watching dance performances.,-1,0.7
CPI,Self-efficacy,Do not have a good imagination.,-1,0.81
CPI,Liberalism,Do not like art.,-1,0.85
CPI,Complexity,Do not like concerts.,-1,0.73
CPI,Depth,Do not like poetry.,-1,0.69
CPI,Planfulness,Do not think about decisions.,-1,0.62
CPI,Dutifulness,Do things according to a plan.,1,0.73
CPI,Politeness,Do things behind other people's backs.,-1,0.64
CPI,Dutifulness,Do things by the book.,1,0.73
CPI,Stability,Do things that others find strange.,-1,0.7
CPI,Stability,Do unexpected things.,-1,0.7
CPI,Planfulness,Don't bother to make an effort.,-1,0.62
CPI,Poise,Don't know why I do some of the things I do.,-1,0.79
CPI,Sentimentality,Don't like action movies.,1,0.7
CPI,Depth,Don't like the idea of change.,-1,0.69
CPI,Introversion,Don't like to draw attention to myself.,1,0.85
CPI,Introversion,Don't mind being the center of attention.,-1,0.85
CPI,Politeness,Don't put a lot of thought into things.,-1,0.64
CPI,Introversion,Don't talk a lot.,1,0.85
CPI,Sentimentality,Don't understand people who get emotional.,-1,0.7
CPI,Comprehension,Don't understand things.,-1,0.8
CPI,Temperance,Easily resist temptations.,1,0.75
CPI,Complexity,Engage in discussions.,1,0.73
CPI,Timidity,Enjoy being reckless.,-1,0.77
CPI,Intellect,Enjoy contemplation.,1,0.85
CPI,Timidity,Enjoy crude jokes.,-1,0.77
CPI,Sentimentality,Enjoy games of strategy.,-1,0.7
CPI,Hope/Optimism,Enjoy my work.,1,0.8
CPI,Complexity,Enjoy thinking about things.,1,0.73
CPI,Intellect,Enjoy thought-provoking movies.,1,0.85
